p_val	avg_log2FC	pct.1	pct.2	p_val_adj
POLR2L	1.91345910120946e-34	0.570994568346102	0.476	0.386	3.05043649914812e-30
TNFSF10	2.26226502560414e-34	-0.921478252730639	0.096	0.18	3.60650290381811e-30
BZW1	2.32173295354388e-34	0.715857062659304	0.343	0.247	3.70130667453965e-30
CAPNS1	2.93466706486944e-34	1.29361616789815	0.144	0.071	4.67844623481486e-30
GLUL	4.05132890490524e-34	1.21806632030777	0.157	0.081	6.45862854019993e-30
TCF25	7.37756266710274e-34	0.582160828391074	0.486	0.397	1.17613104038952e-29
RRBP1	7.524740611982e-34	1.23501231386629	0.122	0.054	1.19959414836217e-29
STARD3NL	1.23170814888073e-33	1.2696632762944	0.131	0.061	1.96358913094567e-29
FYN	1.24684784170692e-33	0.816950955934116	0.252	0.159	1.98772482924917e-29
ZFAND1	4.02062655164632e-33	-0.785906672027211	0.095	0.178	6.40968284863457e-29
EID1	4.39188720786186e-33	0.459583147853664	0.553	0.466	7.00154658677338e-29
SNRPB	5.48028969918459e-33	0.674363175483273	0.416	0.329	8.73667783844007e-29
TYMP	6.50828368156687e-33	1.0936842459573	0.158	0.082	1.03755058451539e-28
PSAP	7.29980767529692e-33	0.569606239447265	0.471	0.382	1.16373533959584e-28
RPS29	8.05168014772095e-33	-0.290545074910176	0.827	0.883	1.28359884914967e-28
ZDHHC24	8.07910156221764e-33	1.12549930798993	0.149	0.076	1.28797037104874e-28
RALY	1.07110044694985e-32	0.592375540942697	0.434	0.344	1.70754833252744e-28
AKNA	1.12981925709479e-32	0.886431206016842	0.256	0.167	1.80115785966051e-28
NDUFB2	1.20193560815826e-32	0.516321013119486	0.53	0.456	1.9161257465259e-28
IKBKG	2.05500228480436e-32	1.25921550594194	0.141	0.071	3.27608464243511e-28
CLEC2D	3.74026404112931e-32	0.672007730747946	0.389	0.296	5.96272893436835e-28
RHOG	4.35596135754269e-32	0.583368128517484	0.444	0.353	6.94427359619456e-28
CRLF3	4.53788333434576e-32	-0.851488776768063	0.1	0.183	7.234293611614e-28
BATF	4.81518003062712e-32	0.988125159569849	0.2	0.119	7.67636000482575e-28
CCDC12	5.33811449967357e-32	0.793595349602476	0.282	0.191	8.5100221353796e-28
HSPB1	6.79738337266761e-32	-0.479587364955324	0.324	0.442	1.08363885727067e-27
SRSF5	7.58799645144147e-32	-0.316326030782825	0.632	0.742	1.2096783942888e-27
ACTR3	8.52090763853036e-32	0.515263167614903	0.543	0.473	1.35840309573451e-27
ASNA1	9.22543496834173e-32	1.02253286532072	0.209	0.128	1.47071884265304e-27
TAGLN2	9.5771269833145e-32	0.324448191539195	0.76	0.695	1.52678558368e-27
TOR2A	1.25323253602056e-31	1.32843580955866	0.113	0.05	1.99790330892397e-27
TNFRSF25	1.2926502038711e-31	-0.88538478379913	0.094	0.174	2.06074295501131e-27
COX5A	1.42614462732645e-31	0.53506451816351	0.47	0.38	2.27355976488382e-27
ATP5MC3	1.74078923643611e-31	0.502074196023583	0.523	0.44	2.77516620072644e-27
RPL27	1.76910431067298e-31	-0.211504107545348	0.88	0.915	2.82030609207486e-27
TMEM9B	1.96171750839354e-31	0.869343240316581	0.243	0.157	3.12737005188098e-27
MAD2L2	2.56297096185414e-31	1.13684950581671	0.154	0.082	4.08588830738787e-27
DIP2A	3.03190314188462e-31	1.00847841659597	0.165	0.089	4.83345998879246e-27
CST3	3.13815436840669e-31	1.09238822719166	0.147	0.075	5.00284569411394e-27
RAB9A	3.32229211340922e-31	1.11613156419347	0.142	0.072	5.29639808719698e-27
BAX	4.18727341164902e-31	0.761046709516717	0.349	0.259	6.67535127285087e-27
SEPT6	4.89612140436414e-31	-0.382732974959413	0.426	0.551	7.8053967428373e-27
AKIRIN1	5.068734081741e-31	-0.642790762359569	0.151	0.247	8.0805758731115e-27
AES	5.61196976966426e-31	-0.259176355174123	0.704	0.802	8.94660220679876e-27
CHMP2A	6.21759001831788e-31	0.749468036919194	0.282	0.192	9.91208200720236e-27
MRPL41	6.92583720028881e-31	0.682572254841808	0.353	0.262	1.10411696647004e-26
TMEM243	7.72769014788762e-31	-0.624550740571451	0.187	0.287	1.23194836337624e-26
APLP2	8.70437252819733e-31	1.29918474811403	0.111	0.05	1.38765106844522e-26
C1orf162	8.9501024723618e-31	-0.442376566884205	0.243	0.358	1.42682533614392e-26
SELENOM	1.79851540246811e-30	-0.62060168475023	0.161	0.258	2.86719325461467e-26
CBLB	3.06061736462557e-30	0.976763405958323	0.176	0.1	4.87923620268608e-26
PSMB2	3.14656388024141e-30	0.752100389991022	0.271	0.182	5.01625213788085e-26
TMX4	4.37730538650102e-30	0.770250733204612	0.271	0.183	6.97830024715993e-26
TMCO1	4.54186044931044e-30	0.863744769692929	0.24	0.156	7.24063392829071e-26
TMEM106B	4.6047865541364e-30	-0.875497389250182	0.074	0.147	7.34095072460425e-26
NINJ1	4.66489648284564e-30	-0.89162283586041	0.076	0.149	7.43677797295251e-26
ARHGAP25	5.751796271555e-30	1.02685294908453	0.181	0.105	9.16951361611298e-26
FOSB	6.5765260999685e-30	-0.596715069590942	0.276	0.379	1.04842979085698e-25
ZBTB25	7.47748996463233e-30	-0.930738327595952	0.081	0.154	1.19206145016169e-25
SUMO2	8.4898389623976e-30	0.327945264818164	0.723	0.676	1.35345012738543e-25
TMEM63A	1.97982866865605e-29	-0.984007443441921	0.064	0.131	3.15624286357148e-25
PTDSS1	2.50736773143708e-29	-0.639271739671766	0.146	0.237	3.99724563745699e-25
WIPF1	2.9684218300609e-29	0.579734989015323	0.39	0.3	4.73225808148309e-25
PPP1CC	2.99607440549571e-29	-0.533750186550316	0.251	0.358	4.77634181724127e-25
CCDC85B	3.21206860563938e-29	0.509255140718016	0.531	0.456	5.12067977111029e-25
STMN3	3.30782867369287e-29	-0.682889938013825	0.127	0.214	5.27334047160118e-25
TMEM179B	3.80622798340368e-29	0.843703977305242	0.23	0.148	6.06788865114214e-25
SUPT4H1	3.84364712571253e-29	0.750108404846964	0.278	0.192	6.12754224781091e-25
SDF4	4.91733870310318e-29	0.709723081439593	0.319	0.232	7.83922136048709e-25
NDUFA6	5.34686899877261e-29	0.67655557795765	0.351	0.267	8.5239785578433e-25
SCAMP2	5.4434956692829e-29	0.687432740469729	0.321	0.233	8.6780207959708e-25
PIM3	5.51841834426786e-29	-1.11823742748392	0.058	0.122	8.79746252443182e-25
TRMT112	5.72600212542937e-29	0.479504132586687	0.506	0.42	9.12839258835949e-25
XBP1	1.02867608948877e-28	0.620465060594149	0.39	0.304	1.639915421863e-24
PDE3B	1.5462633451316e-28	-0.880556091048129	0.076	0.147	2.4650530248088e-24
BTN3A2	1.70383929269056e-28	0.702410537842566	0.33	0.244	2.71626060040728e-24
DERL1	1.95816964983267e-28	0.971091947968028	0.183	0.108	3.12171405576325e-24
RABAC1	2.21360117759315e-28	0.759997129312887	0.271	0.187	3.52892299731901e-24
PIM1	2.60473336300366e-28	-0.508235394450646	0.383	0.483	4.15246592730044e-24
SLC20A1	2.64893239015714e-28	1.3395040695677	0.104	0.047	4.22292801638851e-24
ZNF276	2.84938277402226e-28	1.20270796484855	0.128	0.065	4.54248601834629e-24
CDC14A	3.32089962073209e-28	-0.93821945591042	0.08	0.151	5.2941781753711e-24
SF3B2	3.43671234977306e-28	0.423083093105967	0.536	0.459	5.47880682800821e-24
TRPV2	3.51456976002061e-28	0.952787401109674	0.176	0.103	5.60292711142485e-24
HMGB1	3.51496046181467e-28	0.297502011885424	0.79	0.753	5.60354996822494e-24
RABGAP1L	4.21328330753618e-28	0.860686402413529	0.199	0.122	6.71681624887417e-24
SRRT	4.61655385517858e-28	0.892709778605514	0.199	0.123	7.35971015592569e-24
REL	5.45910237665515e-28	0.75483807360796	0.274	0.191	8.70290100886363e-24
TAF1D	5.56270618638958e-28	-0.48520010315271	0.264	0.371	8.86806620234227e-24
UBE2L3	5.98826785013914e-28	0.581604083907937	0.387	0.303	9.54649660669182e-24
PSMA5	6.21098726418123e-28	0.674061209406529	0.311	0.224	9.90155589655772e-24
TFDP2	6.26933137962152e-28	1.13863920664739	0.144	0.078	9.99456808539263e-24
TADA3	6.35563560743202e-28	0.768716650225779	0.263	0.18	1.01321542853681e-23
MYDGF	7.48381117748009e-28	0.680298034233216	0.307	0.223	1.19306917791388e-23
ATP6V1F	9.16898148524816e-28	0.605345389441865	0.398	0.316	1.46171902837826e-23
TAPBPL	9.64750046369522e-28	0.994406024776668	0.163	0.093	1.53800452392229e-23
ARID5B	9.71842269817661e-28	-0.682591917404245	0.202	0.296	1.54931094654331e-23
SELENOW	1.08008148605166e-27	0.467667272637874	0.572	0.511	1.72186590506356e-23
CD69	1.20629388905549e-27	-0.453422582805961	0.497	0.597	1.92307371793227e-23
TRIR	1.4303533938354e-27	0.343483784456188	0.705	0.655	2.28026938045239e-23
APEX1	1.46521167564129e-27	-0.51357555020456	0.225	0.327	2.33584045330735e-23
UBE2A	1.70451110860757e-27	1.06145081368106	0.149	0.082	2.71733160934219e-23
ELOVL1	2.38161903571655e-27	0.896821994313181	0.2	0.126	3.79677706673933e-23
APBB1IP	3.29177930285559e-27	0.503712260693316	0.48	0.403	5.24775456461238e-23
YARS	3.5724732463509e-27	0.982148378092634	0.166	0.096	5.69523684933261e-23
CTDSP1	3.76452002756719e-27	0.901328229631707	0.218	0.141	6.00139782794761e-23
RAB8A	4.03571033842042e-27	0.794457440830541	0.257	0.177	6.43372942150984e-23
NDUFA1	4.06008137164019e-27	0.479927579975312	0.515	0.444	6.4725817226688e-23
TAPBP	5.20475805995297e-27	0.508468179450865	0.445	0.361	8.29742529917703e-23
HSP90AB1	5.8839708113254e-27	-0.246986407659021	0.707	0.807	9.38022626741495e-23
EPS15	5.92981201504498e-27	0.928854267752834	0.149	0.082	9.4533063143847e-23
CYC1	6.29368137542721e-27	0.737838207604215	0.252	0.17	1.00333868487061e-22
GEMIN7	7.69993652328713e-27	1.22969467103929	0.104	0.048	1.22752388054244e-22
CD164	9.16429207880209e-27	0.677222109584708	0.303	0.22	1.46097144320263e-22
ILF3-DT	9.22769995124434e-27	-0.561293435592268	0.212	0.309	1.47107992622737e-22
ZYX	9.62326125670998e-27	0.550145235007855	0.458	0.383	1.5341403095447e-22
PITPNA-AS1	1.01390900090976e-26	-1.0779150228534	0.055	0.114	1.61637372925034e-22
PDLIM2	1.03792936349216e-26	0.748114455653172	0.262	0.181	1.6546669912792e-22
ARF5	1.05683057414588e-26	0.50516764423712	0.459	0.382	1.68479930130336e-22
UCP2	1.09321091119126e-26	0.444107520599831	0.599	0.544	1.74279683462111e-22
TSPYL2	1.28144920453738e-26	-0.662160169593329	0.16	0.248	2.04288632187349e-22
RHOF	1.53165957385957e-26	0.595875728917657	0.376	0.293	2.44177169264693e-22
KCNAB2	1.57491108483815e-26	0.832210679458525	0.199	0.124	2.51072325144898e-22
EGR1	1.64868323613979e-26	-1.34081374211192	0.05	0.107	2.62833081505405e-22
GLTP	1.89167384248902e-26	0.958012264267644	0.174	0.104	3.01570643969599e-22
LETMD1	1.97349503369948e-26	-0.640590140445008	0.135	0.218	3.14614578272372e-22
CDK17	2.01051431931099e-26	0.927463174076615	0.176	0.105	3.20516192784557e-22
EDF1	2.4792512577145e-26	0.342105778730431	0.698	0.658	3.95242235504845e-22
PSMD8	2.62847698294209e-26	0.600767572760017	0.388	0.308	4.19031800620628e-22
HMGA1	2.73218860015161e-26	-0.58969050562085	0.177	0.267	4.3556550663617e-22
NDUFS6	3.23892275612603e-26	0.701641088549541	0.296	0.215	5.16349065781612e-22
TUBA1A	3.35127962133459e-26	-0.409221511436449	0.48	0.58	5.3426099723316e-22
Z93241.1	3.7237333777354e-26	-0.892813381877712	0.108	0.181	5.93637575078577e-22
TNFRSF10A	3.87258074647433e-26	-1.08377025478362	0.047	0.103	6.17366822602937e-22
GCC2	4.09714769536654e-26	-0.495311687099936	0.252	0.351	6.53167285595334e-22
SHISAL2A	5.42135276974109e-26	-0.831977650691435	0.074	0.141	8.64272058552124e-22
PHPT1	5.71995920504678e-26	0.753425320972723	0.25	0.171	9.11875896468558e-22
GRAMD1A	5.93954392695593e-26	-0.828315769176158	0.082	0.149	9.46882092835315e-22
PIK3R5	5.99541142194702e-26	1.09934145103282	0.116	0.058	9.55788488886794e-22
TRBC2	6.15870078756194e-26	0.379052694103418	0.63	0.571	9.81820079553124e-22
U2AF1L4	7.18377426462946e-26	-0.864618324357611	0.077	0.143	1.14523729326723e-21
ST8SIA4	8.83821885077868e-26	1.23559439614892	0.112	0.055	1.40898884919114e-21
SAR1A	1.01342364128718e-25	1.15597244314066	0.11	0.054	1.61559996894002e-21
AKIRIN2	1.08790563671814e-25	0.783213748869149	0.213	0.138	1.73433916605605e-21
CDC42	1.12535511795275e-25	0.380591864419532	0.639	0.59	1.79404112904027e-21
LAMTOR5	1.37386264269336e-25	0.741352546707155	0.273	0.194	2.19021182498175e-21
RNF138	1.43679645804017e-25	-0.666910233362387	0.105	0.181	2.29054091340764e-21
PQLC3	1.7171924193008e-25	0.895174938865022	0.203	0.131	2.73754815484933e-21
PARK7	1.75737457713316e-25	0.465556305055493	0.524	0.461	2.80160655086568e-21
HNRNPA3	1.81842294611704e-25	0.455583086700013	0.557	0.497	2.89892986069979e-21
IL12RB1	2.23925008119367e-25	1.05570760914037	0.138	0.076	3.56981247943895e-21
SLC10A3	2.41117658679355e-25	1.01197458326187	0.139	0.076	3.84389771466628e-21
IPCEF1	2.52626000868355e-25	-0.89466191775126	0.08	0.146	4.02736370584332e-21
RNF166	2.74811292246327e-25	0.73716403305956	0.246	0.17	4.38104162099094e-21
NAPA	3.12937753609561e-25	0.611383410522322	0.324	0.241	4.98885366804363e-21
MTERF4	5.29090099267031e-25	-0.887774957978355	0.081	0.147	8.43475436251501e-21
PRNP	5.66697863779606e-25	0.784296858222057	0.215	0.141	9.03429734437448e-21
BZW2	7.72640394976365e-25	-0.896317251725795	0.064	0.125	1.23174331767132e-20
LTA	8.00363528256851e-25	-1.00106641558951	0.051	0.107	1.27593953674707e-20
CYTH4	9.48914520476405e-25	0.858609901685399	0.201	0.129	1.51275952854349e-20
LAMTOR2	9.98372842482493e-25	0.787492371068346	0.238	0.163	1.59160598548559e-20
EPB41L4A-AS1	1.11407440621211e-24	-0.650832397511795	0.123	0.199	1.77605741838335e-20
OCIAD2	1.25049386543979e-24	-0.461219364064491	0.278	0.378	1.99353732028411e-20
XAF1	1.35445805938902e-24	0.729174698140159	0.273	0.196	2.15927703827797e-20
PPP5C	1.5392540922886e-24	1.19543328851996	0.114	0.058	2.45387887392648e-20
CCPG1	1.54285800862735e-24	1.14310613659295	0.109	0.054	2.45962423735372e-20
CD6	2.00454740966696e-24	0.498718207721952	0.481	0.416	3.19564948049106e-20
LMAN2	2.11732596201626e-24	0.597217128191314	0.368	0.291	3.37544104864633e-20
TUBA1C	2.66887079873803e-24	1.00327946799488	0.153	0.089	4.25471382734817e-20
FCGRT	2.72553599784514e-24	-0.993594848503827	0.064	0.123	4.34504948776472e-20
PTPN22	3.07021365541233e-24	1.19278097897542	0.106	0.052	4.89453460945834e-20
KLHDC4	3.12994951606807e-24	1.09110717515258	0.112	0.056	4.98976551851572e-20
CSKMT	3.96007350591119e-24	-0.889211950955974	0.062	0.12	6.31314918312361e-20
RSL24D1	4.09360234219604e-24	-0.407480411175487	0.32	0.424	6.52602085392892e-20
LINC00861	5.23770427358221e-24	-0.413629023410721	0.341	0.442	8.34994815294476e-20
NEAT1	5.41726485239215e-24	0.508606913873212	0.414	0.333	8.63620362768357e-20
SH3GLB1	5.45993787942087e-24	0.836240149190268	0.199	0.129	8.70423296737275e-20
EIF4A2	5.53537430767535e-24	-0.342964498007579	0.473	0.567	8.82449372129605e-20
APOL6	5.63360742233066e-24	0.895475205678977	0.176	0.108	8.98109695267954e-20
SRSF8	5.70853061358092e-24	-0.567978501292609	0.15	0.232	9.10053950417071e-20
RPS10	6.14284804014482e-24	-0.457503638003468	0.2	0.293	9.79292834559887e-20
VTI1B	7.35223526554571e-24	0.817399782095362	0.204	0.134	1.1720933460333e-19
UQCR11	7.44970555889339e-24	0.345841023080112	0.631	0.577	1.18763206019878e-19
SIGIRR	7.59704752044939e-24	0.493667024885229	0.46	0.391	1.21112131571004e-19
EIF3K	8.01539358099822e-24	-0.232428214184852	0.742	0.815	1.27781404468274e-19
DDOST	1.03042760742236e-23	0.606385723223292	0.338	0.263	1.64270769175272e-19
RBMX	1.1831288411585e-23	-0.415749942118891	0.275	0.376	1.88614399857488e-19
LIMS1	1.33878760256783e-23	-0.799106152260737	0.104	0.173	2.13429519601364e-19
TPI1	1.47236600215857e-23	0.35104731073146	0.601	0.543	2.3472458806412e-19
EIF6	1.74115252433419e-23	0.793929742858688	0.218	0.147	2.77574535429357e-19
SEC11C	1.78125312512944e-23	0.650906336775802	0.292	0.216	2.83967373208136e-19
NFATC3	2.00195027369314e-23	0.929509625150438	0.169	0.104	3.1915091263216e-19
COMMD6	2.73841027245928e-23	-0.239989045442638	0.713	0.789	4.36557365635458e-19
EIF2A	3.11683119367401e-23	-0.560172316006086	0.148	0.227	4.96885228895511e-19
CHD9	3.12063271648009e-23	0.996788994454502	0.127	0.069	4.97491267661255e-19
SLAMF6	3.62142305179992e-23	0.941233856583129	0.132	0.074	5.77327262917944e-19
C9orf16	3.6732987271117e-23	0.402627670958259	0.554	0.485	5.85597283076147e-19
UBASH3A	3.72360926761927e-23	-0.733490947126906	0.079	0.143	5.93617789443865e-19
NFKBIZ	4.41706576190913e-23	-0.54126268194438	0.162	0.243	7.04168623763554e-19
CCDC66	4.57169567420998e-23	-0.902754568141099	0.069	0.129	7.28819724382555e-19
MYD88	4.96334316276521e-23	0.97369927979023	0.143	0.082	7.9125616700803e-19
PSENEN	5.09610071250425e-23	1.03088341795529	0.127	0.07	8.12420375587428e-19
PLK3	5.61834985939543e-23	-0.954120498653176	0.056	0.111	8.9567733458482e-19
NSG1	9.44302131114329e-23	1.07934627075739	0.132	0.074	1.50540645742246e-18
RNF149	1.05855307893023e-22	0.553767661181952	0.342	0.264	1.68754531843057e-18
KLF3	1.07562130397549e-22	0.612787997964863	0.373	0.299	1.71475548279773e-18
C4orf48	1.08680933980518e-22	0.74571960845099	0.24	0.168	1.73259144951742e-18
MANF	1.3061982479002e-22	0.863078059147182	0.189	0.122	2.0823412468025e-18
KDSR	1.35009963057878e-22	-0.684729554958178	0.06	0.117	2.15232883106869e-18
TMEM258	1.47214366397657e-22	0.443956921871804	0.493	0.428	2.34689142911145e-18
TNFAIP8	1.49647319687206e-22	-0.403911101981445	0.273	0.371	2.38567757045344e-18
PRKCH	1.59164006510565e-22	0.674106825600426	0.295	0.221	2.53739259179142e-18
LCK	1.82383449894019e-22	0.311402297940628	0.71	0.675	2.90755695821044e-18
SCAND1	1.98509728553356e-22	0.445562391537477	0.479	0.412	3.1646420925976e-18
ATP5MF	2.05389716762245e-22	0.451354568951451	0.464	0.394	3.2743228646237e-18
SAMD9L	2.28012491574966e-22	1.00963443251094	0.132	0.074	3.6349751406881e-18
DAZAP2	2.36705440253428e-22	0.258158371193948	0.774	0.756	3.77355812852015e-18
IFI16	2.66183927488255e-22	0.692334456938702	0.244	0.171	4.24350417201777e-18
CMTM7	2.73981628751065e-22	-0.660474818178233	0.113	0.183	4.36781512554949e-18
UBQLN2	3.12275410312752e-22	-0.718750558459369	0.097	0.163	4.97829459120589e-18
PPP3CA	3.43388701254438e-22	1.07935206350092	0.108	0.055	5.47430267539825e-18
NPRL2	3.60048310135774e-22	1.11876271985872	0.115	0.062	5.7398901601845e-18
VAMP5	4.69399549100692e-22	0.665232596101511	0.306	0.236	7.48316761176324e-18
UQCR10	4.76611714596385e-22	0.392758935567763	0.553	0.492	7.59814395409558e-18
SNHG12	5.91415423109548e-22	-0.554115645887904	0.131	0.205	9.42834467521241e-18
CD151	5.9402944529846e-22	1.1828525953186	0.107	0.055	9.47001741694805e-18
ACAP2	6.10974527594074e-22	0.516781371258172	0.357	0.279	9.74015591890473e-18
LTA4H	6.51151361342262e-22	-0.633485082674614	0.108	0.177	1.03806550025183e-17
IL4R	6.89049945606629e-22	-0.903710043543903	0.06	0.115	1.09848342328609e-17
NAA38	7.13850229039219e-22	0.631627070561736	0.285	0.212	1.13802003513432e-17
C1QBP	7.41037317921886e-22	-0.357848531541355	0.311	0.408	1.18136169223107e-17
SPCS3	9.16936530222392e-22	0.695447673661295	0.249	0.178	1.46178021648054e-17
RPL23	9.96850043303606e-22	-0.272108769496061	0.61	0.694	1.58917833903461e-17
PEBP1	1.19614574326664e-21	-0.298173874738957	0.469	0.573	1.90689554391568e-17
TMEM208	1.25392263336052e-21	1.00622437128104	0.158	0.098	1.99900346210334e-17
CPT1A	1.27200702358681e-21	1.10551851794251	0.101	0.051	2.0278335970021e-17
CCNG1	1.29624047803829e-21	-0.593810045621403	0.13	0.203	2.06646657008864e-17
ADSL	1.78462674376667e-21	-0.682247290096778	0.097	0.163	2.84505195491282e-17
SELENOK	1.91821448898348e-21	0.622491655023065	0.334	0.263	3.05801753833747e-17
CDC37	2.0935487375338e-21	0.373423560739797	0.525	0.462	3.33753539737638e-17
ATP6V0D1	2.14332432691168e-21	0.887880643211719	0.159	0.098	3.4168876419626e-17
SIRT2	2.96146403621319e-21	0.94703914821362	0.143	0.085	4.72116596653107e-17
SHKBP1	2.9845182446458e-21	0.675310925318612	0.256	0.186	4.75791898561434e-17
MLLT6	3.09168041925646e-21	0.860472981953367	0.156	0.096	4.92875692437864e-17
RNF125	3.28286786585551e-21	0.666968784663528	0.268	0.197	5.23354795174686e-17
SP100	3.31525778918823e-21	0.509798747952455	0.426	0.359	5.28518396752388e-17
ERH	3.66570345109509e-21	0.517103001754048	0.399	0.329	5.8438644417358e-17
PSTPIP1	3.68676846422822e-21	0.760564814454503	0.212	0.146	5.87744628567263e-17
SYTL1	3.97279938371722e-21	0.512826237558389	0.385	0.315	6.333436777522e-17
TTC3	4.44086929806809e-21	-0.510426415756169	0.192	0.272	7.07963383498015e-17
TRADD	4.52711636811617e-21	-0.498245565466323	0.257	0.346	7.21712891405079e-17
MAPKAPK5-AS1	4.68694428124175e-21	-0.626195925944164	0.121	0.19	7.4719265731556e-17
TMA7	5.19049351715661e-21	0.250271975580247	0.826	0.812	8.27468476505108e-17
MOB3A	5.30187594566347e-21	0.923162812770366	0.143	0.085	8.4522506325767e-17
SOCS1	5.36019863125366e-21	-0.736598436442304	0.083	0.142	8.54522865794459e-17
BNIP3L	5.95667599426822e-21	-0.673914736859905	0.105	0.171	9.4961328700624e-17
BLOC1S1	6.7897832018344e-21	0.877815855786654	0.163	0.103	1.08242723803644e-16
VCP	6.87775297456011e-21	0.468826090659921	0.423	0.351	1.09645137920437e-16
CASP4	7.55176862506211e-21	0.615380867050066	0.275	0.205	1.2039029542074e-16
DNAJB6	7.91708973291247e-21	0.696777896617697	0.236	0.168	1.26214244522091e-16
RER1	8.34316209213329e-21	0.717222046134709	0.25	0.182	1.33006690072789e-16
P2RY8	8.65919652973676e-21	0.688458717217324	0.248	0.179	1.38044911077063e-16
TUBA4A	8.82343542552857e-21	0.496154026001414	0.41	0.34	1.40663207553776e-16
PTPN18	9.44782596804659e-21	1.03080699568554	0.114	0.062	1.50617241582599e-16
RIN3	9.61474176762411e-21	-0.762423738713723	0.086	0.145	1.53278213259464e-16
LAIR1	1.02583464109829e-20	0.861616011861601	0.135	0.078	1.63538558483889e-16
MIDN	1.24445208491078e-20	1.16840137923174	0.105	0.055	1.98390551376476e-16
SPPL2A	1.25440568386973e-20	0.906987504808183	0.143	0.086	1.99977354122512e-16
MIB2	1.37707351467535e-20	0.879738218224001	0.14	0.083	2.19533059709545e-16
LASP1	1.60115480351064e-20	0.927490293011568	0.128	0.074	2.55256098775666e-16
ENSA	1.69659793626612e-20	0.588537322670654	0.343	0.273	2.70471642999545e-16
ROCK1	2.10595509366452e-20	0.582660362708136	0.283	0.211	3.35731361031997e-16
EHD1	2.11019222409587e-20	0.725440159046931	0.198	0.134	3.36406844365364e-16
SURF4	2.43608859658605e-20	0.744120619553811	0.201	0.136	3.88361244067748e-16
ANAPC11	2.64249767945253e-20	0.542707277513932	0.349	0.279	4.21266980058322e-16
DARS	2.84662827389218e-20	-0.557947288550663	0.145	0.218	4.53809479423891e-16
IL2RG	3.00957476707866e-20	0.960000494368694	0.143	0.087	4.79786409367679e-16
OTUB1	3.09692445177615e-20	0.558773038129313	0.356	0.288	4.93711696102154e-16
GCHFR	3.15987134493758e-20	-0.779146833244453	0.076	0.133	5.03746689809949e-16
LTBP4	4.20447687788538e-20	0.906512726101118	0.144	0.088	6.70277703872488e-16
SNX5	4.33255613267375e-20	0.834542230253644	0.167	0.108	6.9069609867085e-16
TMEM160	4.48111114988285e-20	0.602871888830109	0.295	0.225	7.14378739514324e-16
TNF	5.07728564034687e-20	1.02689170828682	0.127	0.073	8.09420876784098e-16
MT-ATP6	5.13839772682423e-20	0.229549566049466	0.924	0.929	8.19163365610319e-16
ATP5F1B	5.47155655927008e-20	0.390863252367756	0.503	0.439	8.72275546678835e-16
PSMC4	6.61263191699784e-20	0.738909140968109	0.224	0.16	1.0541857802078e-15
KLF10	7.69242799452433e-20	1.0492694458403	0.11	0.061	1.22632687088707e-15
DPM2	8.16279845408833e-20	0.854370138342529	0.146	0.089	1.30131332955076e-15
CRTC3	9.25344999587244e-20	-0.880672162224812	0.058	0.109	1.47518499834198e-15
TATDN1	1.25861055685007e-19	-0.744613186633702	0.07	0.125	2.00647694973039e-15
PARP9	1.28499742303874e-19	0.872787466470358	0.132	0.078	2.04854289180836e-15
STX8	1.29266739332325e-19	0.773731473509832	0.193	0.131	2.06077035843593e-15
ORAI1	1.32406504953613e-19	0.701726829389781	0.226	0.16	2.1108245019705e-15
AC025164.1	1.3546205502706e-19	-0.679009519036044	0.087	0.147	2.15953608124139e-15
GPR108	1.52487665677851e-19	0.770816367302023	0.186	0.125	2.43095836623631e-15
DCTN3	1.53024312315428e-19	0.57066869873676	0.325	0.258	2.43951358693255e-15
SEC11A	1.54894954051684e-19	0.509650401635546	0.359	0.29	2.46933535749195e-15
ADRM1	1.68235783763434e-19	0.643285391418321	0.265	0.199	2.68201486475666e-15
DYNC1H1	1.69516579810128e-19	0.716000371458504	0.215	0.151	2.70243331533306e-15
HPCAL1	1.76141357693596e-19	-0.506075054783077	0.15	0.224	2.8080455243513e-15
FKBP2	1.85220214069152e-19	0.664124698855247	0.24	0.173	2.95278065269042e-15
MAP2K3	2.00716383855448e-19	0.823499567009254	0.157	0.1	3.19982059142356e-15
SH3BGRL	2.09685180747562e-19	0.425320683299053	0.451	0.391	3.34280115147764e-15
IL16	2.31607739764044e-19	-0.388712779897369	0.27	0.359	3.69229058731839e-15
MCRIP1	2.439953419905e-19	0.744752356847896	0.217	0.153	3.88977374201255e-15
RPN2	2.85148582062483e-19	0.49133323073941	0.391	0.324	4.5458386952401e-15
HMGN3	3.21596021935047e-19	0.540033333705577	0.351	0.283	5.12688378168852e-15
YWHAH	3.64255783903919e-19	0.753054969737798	0.177	0.117	5.80696570699628e-15
GIMAP1	4.56346786594274e-19	-0.938606257331897	0.056	0.105	7.27508047188591e-15
CNST	4.80154291244062e-19	-0.603135138392547	0.123	0.189	7.65461971101284e-15
CCNDBP1	4.8570028026308e-19	0.714586052851548	0.242	0.178	7.74303386795403e-15
SEC61G	5.25189898287204e-19	0.44936454956676	0.424	0.36	8.3725773584946e-15
COX7B	5.56512598572418e-19	0.461963989582372	0.413	0.346	8.87192384644148e-15
CHCHD10	5.69372073279901e-19	-0.368421955564039	0.269	0.358	9.07692959222818e-15
TSTD1	5.74904156488428e-19	-0.29700666073171	0.337	0.433	9.16512206273851e-15
