p_val	avg_log2FC	pct.1	pct.2	p_val_adj
C1QBP	2.2118144066895e-28	-0.378168435000648	0.29	0.415	3.33696439537245e-24
RNF19A	2.25340803992365e-28	1.17376306821359	0.161	0.092	3.39971670983281e-24
MRPL41	2.41567513978299e-28	0.75011032008135	0.349	0.273	3.6445290833906e-24
TBC1D10C	2.54733238004626e-28	0.497797434503041	0.549	0.504	3.8431603617758e-24
SORBS3	2.92530240472138e-28	-0.738663795275318	0.061	0.127	4.41340373800314e-24
DEK	2.99494224508266e-28	0.67875861071018	0.392	0.325	4.5184693651562e-24
SELENOT	3.5383904827682e-28	0.811549697908656	0.286	0.208	5.33836972135238e-24
PQLC3	3.88323657197608e-28	1.13814056320786	0.184	0.113	5.85863901614031e-24
CXCR3	3.90687240813385e-28	1.14652921091783	0.141	0.075	5.89429840215154e-24
SNRPB	8.21007019161579e-28	0.670199931455087	0.406	0.341	1.23865328980907e-23
COMMD4	8.29058442312672e-28	1.33733844398037	0.125	0.064	1.25080047191713e-23
BAX	8.96858142316139e-28	0.769025060500395	0.385	0.317	1.35308987931236e-23
PMAIP1	1.04410937065575e-27	1.22551814143134	0.146	0.08	1.57524780750833e-23
SIGIRR	1.07467477818402e-27	0.613778663417905	0.432	0.366	1.62136183784624e-23
CCND3	1.14014306923326e-27	0.418984831106627	0.668	0.664	1.72013384855222e-23
TAGLN2	1.16695639315997e-27	0.351162682237035	0.727	0.693	1.76058711036045e-23
PTPN4	1.24309388382747e-27	0.775701349707807	0.293	0.215	1.87545574253051e-23
TAPBP	1.33557335652944e-27	0.602964643984927	0.457	0.393	2.01497952299596e-23
PREX1	1.39139602221073e-27	1.25454729853567	0.125	0.064	2.09919917870933e-23
TMEM14B	1.5254998540713e-27	-0.385065286656364	0.23	0.345	2.30152162983737e-23
TOR2A	1.53524797022039e-27	1.24897932293758	0.112	0.053	2.3162286126715e-23
REL	2.02719023899033e-27	0.865193468992651	0.291	0.214	3.05842191356471e-23
GPR108	2.30024832761748e-27	1.04890922306978	0.188	0.117	3.47038465187649e-23
UBE2A	2.72500049213985e-27	1.12813774248206	0.153	0.086	4.11120824249139e-23
CCDC12	3.05606803581955e-27	0.834887042771554	0.288	0.211	4.61068984564095e-23
TMX4	3.11074002554682e-27	0.869155195578974	0.269	0.193	4.69317347654249e-23
RALY	3.60622915172362e-27	0.664248765048741	0.405	0.344	5.44071792120543e-23
SSR4	3.61497516678675e-27	0.36125930275834	0.676	0.665	5.45391303413117e-23
MYH9	4.19227645234773e-27	0.615034378745511	0.474	0.422	6.32488748365702e-23
ALOX5AP	5.06926140039682e-27	0.763245564247011	0.366	0.295	7.64799467477869e-23
EGR1	5.14432761393586e-27	-0.911455354116119	0.07	0.136	7.76124707114503e-23
UBE2E3	5.43152937485906e-27	1.00168097472904	0.196	0.124	8.19454836784987e-23
ID2	6.79460995781353e-27	0.513722754026027	0.461	0.388	1.02510280433533e-22
TRPV2	7.28916835818582e-27	1.07067340173853	0.173	0.104	1.0997168301995e-22
TMED9	7.813997191759e-27	0.691750043921309	0.349	0.278	1.17889775632068e-22
RHOB	9.14529721221061e-27	1.00234156993242	0.189	0.118	1.37975099040622e-22
SOCS1	1.26464508545042e-26	-0.717546719353605	0.071	0.139	1.90797004041905e-22
TRGV10	1.61125352087478e-26	1.45107063898998	0.115	0.057	2.43089818694378e-22
ST8SIA4	1.99972183281658e-26	1.33963849882448	0.111	0.054	3.01698032917037e-22
MALAT1	2.18737744160697e-26	0.166255756436328	1	1	3.30009634615243e-22
SYTL2	2.32722264741577e-26	1.3464226772286	0.104	0.049	3.51108080815618e-22
RAB8A	2.48121927207328e-26	0.906110475229499	0.24	0.166	3.74341551577695e-22
PSMA5	2.85775325540342e-26	0.779699808325301	0.311	0.24	4.31149233642714e-22
TADA3	2.91675478429766e-26	0.919224736949922	0.246	0.174	4.40050794306988e-22
SAMD9L	2.96204298039111e-26	1.25159356910242	0.132	0.071	4.46883424451607e-22
AL121944.1	2.97971156930599e-26	-0.917725360012151	0.053	0.113	4.49549084461194e-22
TMEM63A	3.21483841443185e-26	-0.718376131810953	0.057	0.119	4.85022671585333e-22
LETMD1	3.28312346478789e-26	-0.496306705123455	0.125	0.211	4.95324837132549e-22
CDKN1B	3.40080746056764e-26	-0.428301675248174	0.164	0.26	5.13079821575839e-22
EIF4A2	3.76943605573904e-26	-0.284507622539236	0.457	0.589	5.68694817729349e-22
GNAI2	5.60380396690028e-26	0.89717621413202	0.243	0.17	8.45445904486245e-22
GTF3C1	7.25604112948873e-26	1.28401730929096	0.123	0.064	1.09471892520596e-21
CHMP2A	7.30303884028241e-26	0.839016441892756	0.257	0.182	1.10180946983341e-21
LSM5	8.34875198763183e-26	-0.394835902791461	0.194	0.295	1.25957621237401e-21
ARHGAP30	9.80223475879576e-26	0.779200593096285	0.314	0.241	1.47886315805952e-21
TAOK3	1.12120640362647e-25	0.887518944565625	0.246	0.173	1.69156410115126e-21
TGFBR2	1.28785232797541e-25	-0.530680570967101	0.155	0.243	1.9429828072165e-21
BCAS4	1.3190995014062e-25	-0.646902107702726	0.072	0.138	1.99012541777154e-21
DCTN3	1.49492596778573e-25	0.724031490803046	0.322	0.251	2.25539480759833e-21
WDR74	1.49609359598365e-25	-0.534133020672996	0.172	0.265	2.25715640826053e-21
TACC3	1.66904198284932e-25	-0.74086590083031	0.058	0.119	2.51808363952476e-21
SUN2	2.05610489580703e-25	0.725292738258459	0.366	0.298	3.10204545630407e-21
GEMIN7	2.7230944226337e-25	1.34892454243638	0.102	0.049	4.10833255542747e-21
TSPYL2	2.95929305151191e-25	-0.346461295375532	0.201	0.303	4.46468542681602e-21
SELENOH	4.56575287862598e-25	-0.279631402038402	0.41	0.542	6.88835136798302e-21
GLTP	5.8994686021024e-25	1.05145441592103	0.175	0.109	8.9005282799919e-21
KCNAB2	6.86778274588215e-25	0.98759082454445	0.197	0.128	1.03614238287124e-20
TMEM109	8.11325815471909e-25	0.729632812343501	0.31	0.239	1.22404725780247e-20
SYTL1	8.83324655340631e-25	0.71421741529748	0.356	0.286	1.33267190751241e-20
DAZAP2	9.05037199613048e-25	0.29222802040012	0.756	0.755	1.3654296230562e-20
MIDN	9.87434724033122e-25	1.19724273185031	0.132	0.072	1.48974276814877e-20
HPCAL1	1.11707920639412e-24	-0.493018102544333	0.131	0.214	1.68533739868681e-20
AHCY	1.37865208314534e-24	-0.876490211564447	0.05	0.105	2.07997239784138e-20
PSMB2	1.43331103624748e-24	0.826026220701807	0.268	0.198	2.16243636038658e-20
ATP6V0D1	1.69253091595045e-24	0.982199211492776	0.169	0.103	2.55352139289444e-20
PARP15	2.00299236215879e-24	1.24664673410234	0.122	0.065	3.02191457678896e-20
SMIM29	2.14383656191908e-24	1.06057203841988	0.17	0.105	3.23440622096732e-20
IPCEF1	2.35150823690602e-24	-0.66434447287403	0.08	0.146	3.54772047702012e-20
CNN2	3.73515920660185e-24	-0.215546192145608	0.576	0.714	5.63523469500022e-20
MARCKSL1	4.16165412620566e-24	-0.441419387907784	0.135	0.218	6.27868758020648e-20
SCAND1	5.26078166408863e-24	0.578439422884873	0.469	0.424	7.93694129661051e-20
MAP1LC3B	5.84489116000335e-24	0.714914302415508	0.327	0.256	8.81818729309706e-20
NSMCE1	7.8874247774357e-24	-0.418030329144648	0.157	0.246	1.18997577617172e-19
CCNG1	8.37930357006717e-24	-0.462088324755181	0.12	0.199	1.26418552961603e-19
VCP	1.05428118946001e-23	0.576564559361223	0.436	0.381	1.59059403053832e-19
TPI1	1.19216939432579e-23	0.419742617509113	0.594	0.56	1.79862596521932e-19
CYLD	1.56014979636863e-23	-0.392449609030282	0.136	0.219	2.35379799778135e-19
HSD17B8	1.59153011267897e-23	-0.655604782289668	0.061	0.12	2.40114148099877e-19
ESD	1.67396562296061e-23	-0.540373109357848	0.107	0.181	2.52551193536067e-19
EBP	1.82709973090937e-23	1.08834283358574	0.165	0.103	2.75654536402297e-19
ATP5MC3	2.23964136160983e-23	0.484091220345095	0.519	0.487	3.37894692226075e-19
LAMP1	2.36305468249822e-23	0.664691917346742	0.389	0.334	3.56514059948506e-19
TNFAIP3	2.41819424103835e-23	-0.316905629577128	0.464	0.57	3.64832965145456e-19
ETFRF1	3.75899124234703e-23	-0.739089706828136	0.058	0.115	5.67119008732896e-19
CTDSP1	3.87242508046798e-23	0.94300717604484	0.202	0.136	5.84232771890204e-19
CD47	4.00082150048905e-23	0.666895842743855	0.362	0.297	6.03603939778783e-19
C11orf1	6.37775093707757e-23	-0.725586832499586	0.061	0.12	9.62211283876894e-19
SUPT3H	6.43724568058451e-23	-0.765069415074858	0.059	0.115	9.71187255829785e-19
HMGB2	6.58980074317528e-23	0.838068551670772	0.266	0.196	9.94203238122854e-19
SELENOW	6.83692397786462e-23	0.481591179570708	0.535	0.499	1.03148672054043e-18
RBX1	7.31503291756719e-23	0.745588113261388	0.296	0.229	1.10361901627336e-18
RAB8B	7.4944054107985e-23	1.18106551503709	0.124	0.068	1.13068094432717e-18
UBQLN2	8.08085733196199e-23	-0.558688009192028	0.086	0.154	1.21915894567311e-18
SPCS2	8.1289225612457e-23	0.633228342266874	0.374	0.316	1.22641054681514e-18
CCDC88C	8.31057432894613e-23	0.874189382593253	0.212	0.146	1.2538163490081e-18
FAM162A	9.48653023847346e-23	-0.394043240098814	0.161	0.251	1.43123281707849e-18
EIF3M	1.10796413071151e-22	-0.305740838620884	0.338	0.455	1.67158548400445e-18
DDOST	1.21115667813709e-22	0.662385898961602	0.344	0.282	1.82727208030542e-18
MAP2K3	1.21761678263184e-22	1.01432257956409	0.167	0.105	1.83701843995666e-18
SINHCAF	1.96002275003292e-22	-0.554890274816114	0.085	0.152	2.95708632297467e-18
COX5A	2.29617379262772e-22	0.554315585903947	0.464	0.421	3.46423740093744e-18
ADRM1	2.70332554192077e-22	0.809096755650991	0.266	0.202	4.07850724509587e-18
RER1	2.70756566303864e-22	0.842781336877361	0.245	0.179	4.08490431582639e-18
TKT	3.03097536508049e-22	-0.302488473190487	0.248	0.356	4.57283253329694e-18
IFI35	3.07762678781926e-22	1.03558564305255	0.163	0.102	4.64321553478292e-18
SPPL2A	4.37308689202626e-22	1.12768368970201	0.136	0.079	6.59767619400002e-18
SUPT4H1	4.6468642889484e-22	0.819358746197815	0.247	0.181	7.01072415273645e-18
DERL1	4.71278298909073e-22	0.939456523710413	0.191	0.128	7.11017569564119e-18
TMEM9B	5.19169331418935e-22	0.849330776223994	0.229	0.164	7.83270770311748e-18
TATDN1	5.7654163153524e-22	-0.607167699872935	0.07	0.13	8.69828359497216e-18
PCBP2	6.64013693207502e-22	-0.167404863026688	0.848	0.915	1.00179745894216e-17
JAK3	7.43613936972978e-22	-0.444133483971273	0.141	0.222	1.12189034671113e-17
PLSCR3	1.13962985875595e-21	-0.718199749170008	0.052	0.104	1.71935956790511e-17
PKN1	1.16114783503659e-21	0.95829566819001	0.184	0.122	1.75182373871971e-17
CSKMT	1.21811472378357e-21	-0.655737634203084	0.082	0.145	1.83776968377227e-17
TMEM131L	1.43379212263455e-21	-0.620863001232826	0.061	0.117	2.16316217541874e-17
CNIH1	1.43600452393399e-21	-0.414403578806806	0.137	0.216	2.16650002525921e-17
APOL6	1.65821982104386e-21	0.923631828707164	0.179	0.116	2.50175624400887e-17
PRDX6	1.67840949932057e-21	-0.307963064441804	0.336	0.45	2.53221641162495e-17
UQCR10	1.7312673140407e-21	0.439965217342162	0.536	0.506	2.6119629966932e-17
CIB1	1.77009385957192e-21	0.511596464616413	0.491	0.451	2.67054060593616e-17
ASNA1	1.9215540626785e-21	0.888018892227763	0.2	0.137	2.89904861436306e-17
EIF3K	1.98798492176674e-21	-0.207101105230558	0.741	0.834	2.99927285146948e-17
CKLF	2.00565817230406e-21	0.860432163610374	0.177	0.114	3.02593648455513e-17
CASP4	2.31914381916841e-21	0.755676999471423	0.296	0.234	3.49889227997939e-17
NDUFS6	2.35456748909473e-21	0.727930788435758	0.297	0.234	3.55233597079723e-17
MAD2L2	2.41236657941658e-21	1.00491432450904	0.159	0.099	3.63953745836579e-17
SEPT6	2.41516051164441e-21	-0.229974582929189	0.438	0.567	3.64375266391792e-17
CBLB	2.49198937091981e-21	0.828193553371692	0.216	0.15	3.75966436390672e-17
SNHG12	2.85536361176557e-21	-0.423089441832476	0.13	0.206	4.30788708107071e-17
ZC3HAV1	2.87921244722976e-21	-0.291519897605434	0.248	0.351	4.34386781913555e-17
DUSP2	2.99004402084188e-21	0.601944836404858	0.415	0.35	4.51107941424414e-17
PPP1R15A	3.88912779554639e-21	-0.279627819431292	0.636	0.733	5.86752710514084e-17
ERH	4.12101446541221e-21	0.620563664335606	0.372	0.313	6.2173745239674e-17
SSBP4	5.42255759357069e-21	0.932600870260088	0.185	0.124	8.1810126414201e-17
LAMTOR5	5.57145825867029e-21	0.729005569402098	0.27	0.205	8.40565907485587e-17
CYTIP	5.57864506872466e-21	-0.281146019404702	0.323	0.435	8.4165018151849e-17
SERPINB1	6.857725654566e-21	0.723544613319511	0.332	0.275	1.03462506950437e-16
CDC14A	6.92766662132542e-21	-0.593792208050938	0.072	0.13	1.04517706315937e-16
PEBP1	7.51147566105403e-21	-0.232309614743554	0.435	0.561	1.13325633298322e-16
SF1	7.58907819136352e-21	-0.229387210176265	0.565	0.684	1.14496422673101e-16
ATP2A3	8.13090004949527e-21	0.996375397580412	0.146	0.089	1.22670889046735e-16
NDUFA6	8.20161064176957e-21	0.660941713898723	0.34	0.281	1.23737699752378e-16
ARF5	8.4181508513277e-21	0.556709129713276	0.438	0.396	1.27004641893981e-16
HMGN1	8.75379766742566e-21	-0.195758467087195	0.47	0.602	1.32068545408451e-16
DARS	1.02724073532076e-20	-0.381239610095252	0.155	0.238	1.54979809737843e-16
TPP1	1.21672012084304e-20	1.10008039178518	0.138	0.083	1.8356656463159e-16
TIMM9	1.27440607263331e-20	-0.67728485007578	0.07	0.127	1.92269644178187e-16
PTPN18	1.27739176917554e-20	1.10655314102492	0.118	0.066	1.92720096215513e-16
RNF149	1.28820314378528e-20	0.743284422502319	0.301	0.237	1.94351208302886e-16
ARRB2	1.6841786609316e-20	0.527181912600232	0.445	0.404	2.5409203457475e-16
AKIRIN2	1.6982704164903e-20	0.854019456694173	0.214	0.152	2.56218057735892e-16
RIN3	2.00259752506799e-20	-0.382224997217852	0.107	0.177	3.02131888607008e-16
CLTB	2.27229688814214e-20	0.74297142932484	0.27	0.207	3.42821431514005e-16
CCNDBP1	2.30926977864784e-20	0.807524557019174	0.231	0.169	3.483995315046e-16
EXOSC5	2.37478072691814e-20	-0.620634153604496	0.059	0.112	3.5828316827014e-16
AC119396.1	2.56816893924438e-20	-0.388900122163922	0.152	0.231	3.87459647863799e-16
OTUB1	2.86361455443057e-20	0.660968873444954	0.337	0.28	4.3203352782694e-16
ATP5MF	3.26286358836928e-20	0.530514743600603	0.458	0.416	4.92268229577274e-16
CCDC66	3.69065428000028e-20	-0.601202467107786	0.069	0.126	5.56809011223642e-16
CAPN1	3.87516372792831e-20	0.918712896274532	0.178	0.119	5.84645951632544e-16
CCPG1	3.99397624664088e-20	1.0705753563394	0.114	0.064	6.0257119633071e-16
CD2BP2	4.15003323333426e-20	1.08124469942334	0.131	0.078	6.2611551391314e-16
COX5B	4.29624320308704e-20	0.377731753544396	0.599	0.586	6.48174212049742e-16
AC008555.5	4.47910552358296e-20	-0.530237319223243	0.08	0.14	6.75762650342961e-16
EPS15	4.4996887399685e-20	1.06236428848258	0.137	0.082	6.78868040199047e-16
RNF166	5.11609126184349e-20	0.880586100079667	0.24	0.18	7.71864688674327e-16
LAMTOR2	5.33244029426657e-20	0.777030484900387	0.224	0.161	8.04505267195998e-16
RCBTB2	5.48092535660083e-20	1.05023654167317	0.11	0.06	8.26907208550367e-16
MIB2	6.9460596856144e-20	0.977917414307812	0.163	0.107	1.04795202476864e-15
HENMT1	7.21501021448731e-20	1.17093530401032	0.112	0.063	1.0885285910597e-15
MAP4	7.49573032334107e-20	1.01235984094433	0.139	0.084	1.13088083388247e-15
IFI6	8.85109336729391e-20	0.88210745116354	0.258	0.198	1.33536445632363e-15
ATP6V1G1	9.83714403816532e-20	-0.189951150799072	0.574	0.696	1.484129921038e-15
NDE1	1.12006211494648e-19	-0.347678570717949	0.132	0.208	1.68983771281976e-15
MAPKAPK5-AS1	1.16757626020147e-19	-0.486622673412806	0.12	0.189	1.76152230376595e-15
JOSD2	1.19023845623766e-19	1.01659924178595	0.156	0.1	1.79571275892576e-15
PARK7	1.24322323791976e-19	0.471943503014879	0.526	0.507	1.87565089904955e-15
MT-ND3	1.3561919846983e-19	-0.195650196111906	0.793	0.885	2.04608684731433e-15
TFDP2	1.38863906339841e-19	1.04342541159257	0.148	0.094	2.09503975494918e-15
HERPUD1	1.39996598813656e-19	0.765402101396011	0.279	0.218	2.11212868630162e-15
RHOF	1.40529061907132e-19	0.63363134395249	0.354	0.298	2.1201619569929e-15
RPL27A	1.5338503192789e-19	-0.189224576720614	0.733	0.83	2.31411997669607e-15
SNX5	1.54269457342927e-19	0.999743130341535	0.154	0.099	2.32746330293274e-15
ORAI1	1.56019709697163e-19	0.839817988419416	0.2	0.139	2.35386936020109e-15
TXNDC17	1.79374262049087e-19	1.03836633626161	0.127	0.075	2.70621949153458e-15
ZNF581	1.88808420268938e-19	-0.509470060527057	0.075	0.132	2.84855263659747e-15
FKBP8	1.93260241767611e-19	0.502000760509137	0.462	0.42	2.91571726754795e-15
FLOT1	1.97271382263534e-19	0.732854423142468	0.258	0.196	2.97623334420994e-15
TCIRG1	1.99539581653702e-19	0.900601712424438	0.187	0.128	3.0104536684094e-15
TTC39C	2.70910820486726e-19	-0.301224587563604	0.171	0.255	4.08723154868324e-15
DNAJC8	2.79917117595198e-19	0.625571051594386	0.338	0.28	4.22310955315876e-15
ITM2A	2.92830323826023e-19	0.720398985288681	0.305	0.244	4.41793109556321e-15
RNASET2	3.47232599255697e-19	-0.334350655436118	0.255	0.351	5.2386982249707e-15
SLC20A1	3.55141770323651e-19	1.12774664275735	0.101	0.054	5.35802388887293e-15
SP140	3.56284923542936e-19	1.03856151330297	0.136	0.083	5.37527064149228e-15
MIF	4.04408268143194e-19	-0.204068192533731	0.659	0.779	6.10130754147637e-15
SRSF9	4.21631638029443e-19	0.845866857009711	0.216	0.156	6.3611565229502e-15
HNRNPA2B1	4.35752394210757e-19	0.249613846385872	0.827	0.849	6.57419637145768e-15
HSPB11	4.60228021992089e-19	0.883253595670707	0.184	0.126	6.94346016779465e-15
CNPPD1	4.97687256595515e-19	0.792639813010474	0.232	0.172	7.50860764025654e-15
MT-ND4L	5.36430360089192e-19	-0.16017155017966	0.911	0.962	8.09312484266564e-15
YARS	5.39269568063904e-19	0.876613582802275	0.17	0.113	8.13595997338011e-15
PSMG4	5.63295809498447e-19	-0.500780850911639	0.084	0.144	8.49844387790307e-15
MAX	7.08040995653876e-19	-0.293460074047731	0.218	0.31	1.068221450143e-14
ROCK1	7.92238789070682e-19	0.718865689764439	0.293	0.235	1.19525066107094e-14
SH3GLB1	8.2960742284518e-19	0.810404280241086	0.195	0.135	1.25162871884652e-14
SLC10A3	9.07001448988493e-19	0.977187393659999	0.133	0.081	1.36839308608894e-14
KLF3	1.21498050251058e-18	0.704390788013473	0.318	0.262	1.83304108413771e-14
TMEM179B	1.22895548647334e-18	0.812025396531575	0.214	0.154	1.85412514244232e-14
CCDC57	1.27874038402139e-18	-0.423162076984443	0.105	0.17	1.92923561737308e-14
NHP2	1.30447992343197e-18	-0.223484601761989	0.272	0.377	1.96806886048181e-14
GNL3	1.34816561321702e-18	-0.553545437556866	0.057	0.106	2.03397746066052e-14
HERPUD2	1.44499381725193e-18	0.782788136663928	0.268	0.212	2.18006217208798e-14
RBMX	1.45984967581261e-18	-0.279090630386604	0.277	0.379	2.20247520589848e-14
CNST	1.78102590976211e-18	-0.371224583431834	0.117	0.184	2.6870337900581e-14
SLA2	2.21539572327301e-18	1.0647214077522	0.136	0.085	3.34236752770199e-14
ILK	2.87562069818113e-18	0.897314506564447	0.185	0.129	4.33844894734588e-14
GPR174	2.99409381801199e-18	1.11043857969455	0.144	0.092	4.51718934323469e-14
TYMP	3.12188682641103e-18	1.01519599307217	0.133	0.082	4.70999065500633e-14
DMAC1	3.26347809804315e-18	-0.362612918993148	0.099	0.163	4.92360940651769e-14
MTERF4	3.29450233293262e-18	-0.460173571257453	0.088	0.148	4.97041566969544e-14
TSPYL1	4.27078048524441e-18	-0.407851323505174	0.108	0.173	6.44332651808824e-14
CCT8	4.30440032189431e-18	-0.320952827031097	0.226	0.316	6.49404876564195e-14
ITCH	4.38620156198763e-18	1.20176196669334	0.102	0.057	6.61746229657073e-14
CD226	4.45624899354094e-18	1.20036274599413	0.113	0.066	6.72314285655522e-14
UBASH3A	4.61402509707798e-18	-0.503104406958032	0.083	0.14	6.96117966396155e-14
POLR2L	4.64235482659454e-18	0.489985187810915	0.473	0.438	7.00392072688318e-14
TSPYL4	4.95208458970121e-18	-0.557976709094813	0.066	0.118	7.47121002048222e-14
GABPB1-AS1	6.29441455439234e-18	-0.398484312472594	0.09	0.15	9.49638323821172e-14
CST3	6.31583386062004e-18	0.990945063348082	0.136	0.085	9.52869854551745e-14
SLBP	6.44720960713948e-18	0.898786532194598	0.167	0.113	9.72690513429133e-14
GPAA1	7.07015553305354e-18	0.835765359929644	0.183	0.127	1.06667436527179e-13
SHKBP1	7.16730915492661e-18	0.741965559919166	0.25	0.193	1.08133193220378e-13
MYD88	7.17941790913484e-18	1.01313324046432	0.137	0.087	1.08315877995117e-13
SLC25A45	7.21521443581339e-18	-0.463929050368849	0.071	0.124	1.08855940193117e-13
CMTM3	7.22569654249006e-18	0.759640705654828	0.261	0.206	1.09014083736548e-13
DGKZ	7.91209127241562e-18	0.841537216561984	0.208	0.152	1.19369721026934e-13
RFTN1	7.95404477256967e-18	1.05273601866037	0.118	0.07	1.20002673483759e-13
BLOC1S1	8.05597500419778e-18	0.879232615407594	0.176	0.121	1.21540494888332e-13
CAPZA1	8.60468361872915e-18	0.769594587498101	0.243	0.186	1.29818861755767e-13
TUBA4A	8.7181402815478e-18	0.630353465468131	0.367	0.322	1.31530582427712e-13
BNIP3L	8.81576337194464e-18	-0.377646549465311	0.102	0.164	1.33003421992529e-13
ICAM3	8.870915854674e-18	0.411100659156572	0.538	0.513	1.33835507499467e-13
TMEM173	9.02225525648164e-18	0.777289485494093	0.231	0.174	1.36118765054539e-13
LTA4H	9.0913378785076e-18	-0.376465735537849	0.119	0.186	1.37161014573044e-13
TMCO1	1.00182450626833e-17	0.814449547975971	0.212	0.155	1.51145263260703e-13
RSL24D1	1.03568150475271e-17	-0.239981581190743	0.319	0.426	1.56253268622041e-13
CAPNS1	1.06721128584659e-17	1.02955942727049	0.13	0.081	1.61010166695675e-13
GCC2	1.13078051938702e-17	-0.2396782433322	0.271	0.371	1.70600856959919e-13
CD69	1.19556404829553e-17	-0.280779618474616	0.479	0.577	1.80374747966347e-13
APBA2	1.20913762331616e-17	-0.561003423358021	0.073	0.126	1.8242259322971e-13
TRAP1	1.31173397111449e-17	-0.5412163123022	0.06	0.109	1.97901304222043e-13
TRANK1	1.32052081877923e-17	1.11197953520496	0.108	0.062	1.99226975929223e-13
EIF3D	1.39532028858205e-17	-0.231078044865878	0.319	0.426	2.10511971938373e-13
PSMC4	1.39627580942365e-17	0.780062995739471	0.211	0.155	2.10656131367747e-13
CSRNP1	1.47933516067444e-17	-0.361023495722272	0.133	0.201	2.23187295690953e-13
CYTH4	1.59564788249788e-17	0.823562170127173	0.195	0.14	2.40735396032455e-13
PEPD	1.89625950621546e-17	0.955912481341261	0.179	0.126	2.86088671702727e-13
PRMT2	1.97741909166837e-17	-0.225685195282648	0.438	0.556	2.98333218360006e-13
CYB5R3	2.12126804613983e-17	0.800204251241036	0.205	0.15	3.20035710121116e-13
AC004687.1	2.38506920602312e-17	0.981119774035248	0.123	0.075	3.59835391112708e-13
IKBKG	2.67690162708498e-17	1.03062004377346	0.129	0.08	4.03864148478312e-13
KLF9	2.69220746918609e-17	-0.369591069848384	0.077	0.132	4.06173340876105e-13
CIRBP	3.21896179338691e-17	-0.15889036005612	0.699	0.821	4.85644765768282e-13
IL2RG	3.569733785016e-17	1.00849931448209	0.142	0.091	5.38565736145363e-13
NDUFA1	3.5824213846879e-17	0.402634074889631	0.504	0.47	5.40479914307863e-13
AGTPBP1	3.65430342702371e-17	1.0634180071657	0.122	0.074	5.51324758035068e-13
NOP58	4.18980837712966e-17	-0.255445328147633	0.236	0.329	6.32116389857551e-13
STK17B	7.35518693589998e-17	-0.176237141020125	0.359	0.468	1.10967705301923e-12
SRSF8	7.59796716993962e-17	-0.327673488168403	0.139	0.209	1.14630530692879e-12
PRDX2	7.7537649578876e-17	-0.203247496618362	0.378	0.491	1.1698105191965e-12
PQBP1	7.90520852515161e-17	-0.290977508602201	0.164	0.24	1.19265881018962e-12
SRI	8.12344514751397e-17	0.629784218915616	0.305	0.253	1.22558416940543e-12
PDLIM2	1.17898700298477e-16	0.74092978852673	0.258	0.203	1.77873769140312e-12
MT-ND5	1.23372292674732e-16	0.236314111850341	0.827	0.837	1.86131777958368e-12
SMIM26	1.26554893187684e-16	-0.300676140699697	0.199	0.281	1.90933367352259e-12
PPP1R12A	1.45792702218198e-16	0.705191536831833	0.291	0.239	2.19957449836595e-12
DNAJB6	1.53542631334208e-16	0.691736701811612	0.233	0.178	2.3164976789392e-12
PSMB1	1.8348442959632e-16	0.475898307948577	0.47	0.451	2.76822958931967e-12
PSIP1	1.88762234110536e-16	-0.203075684764835	0.336	0.444	2.84785582602565e-12
ZDHHC24	2.0132120291865e-16	0.900974712276375	0.149	0.099	3.03733298843367e-12
DPM2	2.1275337371166e-16	0.996934188954112	0.146	0.097	3.20981014918781e-12
AP2S1	2.56632366828571e-16	0.592178786417214	0.312	0.26	3.87181251834265e-12
POLR2F	2.63484727177926e-16	0.754712838049309	0.226	0.173	3.97519407893337e-12
CSK	2.71409965916514e-16	0.619480981536753	0.34	0.297	4.09476215578244e-12
IL17RA	2.7243218862966e-16	-0.441688743533117	0.088	0.143	4.11018442985568e-12
RGL4	2.73421701167648e-16	-0.384536073323571	0.092	0.148	4.12511320551631e-12
COPE	3.11504230561183e-16	0.603416618109001	0.345	0.297	4.69966432647657e-12
WDR45	3.31250373557901e-16	0.910056443051773	0.153	0.103	4.99757438586805e-12
ATIC	3.40515876194775e-16	-0.394200469435201	0.112	0.173	5.13736302415057e-12
MGST3	4.08987179818938e-16	0.620718513118336	0.303	0.25	6.17038958192832e-12
SEMA4D	4.27530624706908e-16	-0.35266368426996	0.137	0.204	6.45015453495312e-12
PTPN6	4.81424351458114e-16	0.662231143020446	0.338	0.294	7.26324919044856e-12
DDT	4.82282818990885e-16	-0.237123816341804	0.251	0.342	7.27620089011549e-12
TMEM160	5.15289528854155e-16	0.622461427468285	0.305	0.255	7.77417312182263e-12
ADK	5.5562260994385e-16	-0.545036995531383	0.076	0.126	8.38267831622287e-12
UBR2	8.36835799177548e-16	0.950461464345536	0.131	0.085	1.26253417021917e-11
STT3B	8.56875682051108e-16	-0.508824663287056	0.061	0.107	1.29276834151051e-11
ST3GAL1	8.65052982283866e-16	-0.279746692345928	0.196	0.275	1.30510543437167e-11
CTSS	8.79318671446927e-16	0.688270653999037	0.286	0.234	1.32662807961198e-11
SDCCAG8	1.01666473312948e-15	-0.503044193009088	0.061	0.107	1.53384208287244e-11
PDCD4	1.07754786106677e-15	-0.207439648733386	0.256	0.349	1.62569645799143e-11
SCML4	1.12859514174174e-15	-0.283623174806682	0.203	0.282	1.70271149034576e-11
